date,time,weekday,id,age,gender,education_level,environmental_responsibility,returns_count,disposal_location,disposal_distance,measure_type,measure_rating,battery_fires_knowledge,has_read_fire_text,second_education_rating_after_reading,importance_estimate_type,importance_estimate_rating
2025-05-15,12:53:03,Thursday,3,23,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",5,education_incentive_rating,3,Partially,No,NA,fin_losses_estimate,2
2025-05-15,12:53:03,Thursday,3,23,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",5,education_incentive_rating,3,Partially,No,NA,material_losses_estimate,4
2025-05-15,12:53:03,Thursday,3,23,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",5,removable_incentive_rating,4,Partially,No,NA,injury_estimate,3
2025-05-15,12:53:03,Thursday,3,23,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",5,removable_incentive_rating,4,Partially,No,NA,infrastructure_damage_estimate,3
2025-05-15,12:53:03,Thursday,3,23,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",5,removable_incentive_rating,4,Partially,No,NA,pollution_estimate,3
2025-05-15,12:53:03,Thursday,3,23,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",5,removable_incentive_rating,4,Partially,No,NA,fin_losses_estimate,2
2025-05-15,12:53:03,Thursday,3,23,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",5,removable_incentive_rating,4,Partially,No,NA,material_losses_estimate,4
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,deposit_incentive_rating,5,Partially,No,NA,injury_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,deposit_incentive_rating,5,Partially,No,NA,infrastructure_damage_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,deposit_incentive_rating,5,Partially,No,NA,pollution_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,deposit_incentive_rating,5,Partially,No,NA,fin_losses_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,deposit_incentive_rating,5,Partially,No,NA,material_losses_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,distance_incentive_rating,5,Partially,No,NA,injury_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,distance_incentive_rating,5,Partially,No,NA,infrastructure_damage_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,distance_incentive_rating,5,Partially,No,NA,pollution_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,distance_incentive_rating,5,Partially,No,NA,fin_losses_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,distance_incentive_rating,5,Partially,No,NA,material_losses_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,education_incentive_rating,5,Partially,No,NA,injury_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,education_incentive_rating,5,Partially,No,NA,infrastructure_damage_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,education_incentive_rating,5,Partially,No,NA,pollution_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,education_incentive_rating,5,Partially,No,NA,fin_losses_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,education_incentive_rating,5,Partially,No,NA,material_losses_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,removable_incentive_rating,5,Partially,No,NA,injury_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,removable_incentive_rating,5,Partially,No,NA,infrastructure_damage_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,removable_incentive_rating,5,Partially,No,NA,pollution_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,removable_incentive_rating,5,Partially,No,NA,fin_losses_estimate,5
2025-05-15,12:54:26,Thursday,4,26,Prefer not to say,4,5,0,Other,0,removable_incentive_rating,5,Partially,No,NA,material_losses_estimate,5
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,deposit_incentive_rating,3,No,No,NA,injury_estimate,3
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,deposit_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,deposit_incentive_rating,3,No,No,NA,pollution_estimate,5
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,deposit_incentive_rating,3,No,No,NA,fin_losses_estimate,1
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,deposit_incentive_rating,3,No,No,NA,material_losses_estimate,4
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,distance_incentive_rating,1,No,No,NA,injury_estimate,3
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,distance_incentive_rating,1,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,distance_incentive_rating,1,No,No,NA,pollution_estimate,5
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,distance_incentive_rating,1,No,No,NA,fin_losses_estimate,1
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,distance_incentive_rating,1,No,No,NA,material_losses_estimate,4
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,education_incentive_rating,3,No,No,NA,injury_estimate,3
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,education_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,education_incentive_rating,3,No,No,NA,pollution_estimate,5
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,education_incentive_rating,3,No,No,NA,fin_losses_estimate,1
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,education_incentive_rating,3,No,No,NA,material_losses_estimate,4
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,removable_incentive_rating,5,No,No,NA,injury_estimate,3
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,removable_incentive_rating,5,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,removable_incentive_rating,5,No,No,NA,pollution_estimate,5
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,removable_incentive_rating,5,No,No,NA,fin_losses_estimate,1
2025-05-15,13:02:03,Thursday,5,24,Other,4,1,0,Electronic waste collection point,200,removable_incentive_rating,5,No,No,NA,material_losses_estimate,4
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,deposit_incentive_rating,2,Partially,No,NA,injury_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,deposit_incentive_rating,2,Partially,No,NA,infrastructure_damage_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,deposit_incentive_rating,2,Partially,No,NA,pollution_estimate,5
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,deposit_incentive_rating,2,Partially,No,NA,fin_losses_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,deposit_incentive_rating,2,Partially,No,NA,material_losses_estimate,5
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,distance_incentive_rating,4,Partially,No,NA,injury_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,distance_incentive_rating,4,Partially,No,NA,infrastructure_damage_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,distance_incentive_rating,4,Partially,No,NA,pollution_estimate,5
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,distance_incentive_rating,4,Partially,No,NA,fin_losses_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,distance_incentive_rating,4,Partially,No,NA,material_losses_estimate,5
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,education_incentive_rating,4,Partially,No,NA,injury_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,education_incentive_rating,4,Partially,No,NA,infrastructure_damage_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,education_incentive_rating,4,Partially,No,NA,pollution_estimate,5
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,education_incentive_rating,4,Partially,No,NA,fin_losses_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,education_incentive_rating,4,Partially,No,NA,material_losses_estimate,5
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,removable_incentive_rating,4,Partially,No,NA,injury_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,removable_incentive_rating,4,Partially,No,NA,infrastructure_damage_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,removable_incentive_rating,4,Partially,No,NA,pollution_estimate,5
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,removable_incentive_rating,4,Partially,No,NA,fin_losses_estimate,2
2025-05-15,13:20:47,Thursday,6,23,Female,5,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",1000,removable_incentive_rating,4,Partially,No,NA,material_losses_estimate,5
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,deposit_incentive_rating,4,No,No,NA,injury_estimate,3
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,deposit_incentive_rating,4,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,deposit_incentive_rating,4,No,No,NA,pollution_estimate,4
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,deposit_incentive_rating,4,No,No,NA,fin_losses_estimate,2
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,deposit_incentive_rating,4,No,No,NA,material_losses_estimate,4
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,distance_incentive_rating,3,No,No,NA,injury_estimate,3
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,distance_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,distance_incentive_rating,3,No,No,NA,pollution_estimate,4
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,distance_incentive_rating,3,No,No,NA,fin_losses_estimate,2
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,distance_incentive_rating,3,No,No,NA,material_losses_estimate,4
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,education_incentive_rating,3,No,No,NA,injury_estimate,3
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,education_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,education_incentive_rating,3,No,No,NA,pollution_estimate,4
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,education_incentive_rating,3,No,No,NA,fin_losses_estimate,2
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,education_incentive_rating,3,No,No,NA,material_losses_estimate,4
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,removable_incentive_rating,3,No,No,NA,injury_estimate,3
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,removable_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,removable_incentive_rating,3,No,No,NA,pollution_estimate,4
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,removable_incentive_rating,3,No,No,NA,fin_losses_estimate,2
2025-05-15,13:28:39,Thursday,7,25,Prefer not to say,4,4,1,"Designated battery bin at Coop, Migros, Denner or Kkiosk",100,removable_incentive_rating,3,No,No,NA,material_losses_estimate,4
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,deposit_incentive_rating,1,No,No,NA,injury_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,deposit_incentive_rating,1,No,No,NA,infrastructure_damage_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,deposit_incentive_rating,1,No,No,NA,pollution_estimate,4
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,deposit_incentive_rating,1,No,No,NA,fin_losses_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,deposit_incentive_rating,1,No,No,NA,material_losses_estimate,4
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,distance_incentive_rating,2,No,No,NA,injury_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,distance_incentive_rating,2,No,No,NA,infrastructure_damage_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,distance_incentive_rating,2,No,No,NA,pollution_estimate,4
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,distance_incentive_rating,2,No,No,NA,fin_losses_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,distance_incentive_rating,2,No,No,NA,material_losses_estimate,4
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,education_incentive_rating,1,No,No,NA,injury_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,education_incentive_rating,1,No,No,NA,infrastructure_damage_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,education_incentive_rating,1,No,No,NA,pollution_estimate,4
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,education_incentive_rating,1,No,No,NA,fin_losses_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,education_incentive_rating,1,No,No,NA,material_losses_estimate,4
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,removable_incentive_rating,4,No,No,NA,injury_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,removable_incentive_rating,4,No,No,NA,infrastructure_damage_estimate,2
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,removable_incentive_rating,4,No,No,NA,pollution_estimate,4
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,removable_incentive_rating,4,No,No,NA,fin_losses_estimate,2
